Station,Year,Month,Days_Available,Rainfall_Total,Rainfall_Days,Max_Daily_Rain,Temperature_Mean,Max_Temperature,Min_Temperature,Humidity_Mean,Sunshine_Mean,Season,Latitude,Longitude
Ambaganctg,2009,3,31,2.0,1,2.0,26.919354838709673,28.9,25.5,70.45161290322581,6.890322580645161,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2009,4,30,125.0,4,78.0,29.21,30.8,26.3,79.03333333333333,8.243333333333334,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2009,5,31,360.0,16,155.0,29.16451612903226,30.9,25.6,77.19354838709677,7.370967741935484,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2009,6,30,408.0,16,105.0,29.076666666666664,31.4,26.3,81.6,6.363333333333333,Monsoon,22.2637,91.7159
Ambaganctg,2009,7,31,1025.0,21,144.0,27.890322580645165,30.2,26.0,86.41935483870968,4.380645161290323,Monsoon,22.2637,91.7159
Ambaganctg,2009,8,31,569.0,25,148.0,28.103225806451615,30.1,24.9,86.96774193548387,3.6225806451612907,Monsoon,22.2637,91.7159
Ambaganctg,2009,9,30,261.0,18,91.0,28.453333333333337,30.9,26.2,84.16666666666667,4.966666666666667,Monsoon,22.2637,91.7159
Ambaganctg,2009,10,31,321.0,11,100.0,27.280645161290316,29.4,25.4,81.64516129032258,7.23225806451613,Post-Monsoon,22.2637,91.7159
Ambaganctg,2009,11,30,39.0,3,20.0,24.829999999999995,28.3,20.4,76.43333333333334,7.846666666666668,Post-Monsoon,22.2637,91.7159
Ambaganctg,2009,12,31,0.0,0,0.0,20.461290322580645,22.9,17.5,74.38709677419355,7.903225806451614,Winter,22.2637,91.7159
Ambaganctg,2010,1,31,0.0,0,0.0,19.280645161290323,21.4,16.5,70.74193548387096,7.732258064516129,Winter,22.2637,91.7159
Ambaganctg,2010,2,28,9.0,1,9.0,22.917857142857144,25.9,19.8,59.857142857142854,8.55,Winter,22.2637,91.7159
Ambaganctg,2010,3,31,50.0,2,43.0,27.632258064516126,29.7,25.5,69.35483870967742,7.564516129032257,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2010,4,30,50.0,5,36.0,29.549999999999997,30.7,28.6,76.43333333333334,7.746666666666665,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2010,5,31,282.0,15,41.0,29.232258064516127,31.5,25.1,78.25806451612904,6.508064516129032,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2010,6,30,916.0,20,273.0,28.543333333333333,31.1,25.7,86.1,3.993333333333333,Monsoon,22.2637,91.7159
Ambaganctg,2010,7,31,245.0,18,86.0,28.812903225806444,30.4,25.9,82.74193548387096,4.885483870967741,Monsoon,22.2637,91.7159
Ambaganctg,2010,8,31,384.0,23,49.0,28.593548387096774,30.2,26.6,84.16129032258064,5.248387096774194,Monsoon,22.2637,91.7159
Ambaganctg,2010,9,30,86.0,14,19.0,28.57,30.1,26.6,82.86666666666666,6.093333333333333,Monsoon,22.2637,91.7159
Ambaganctg,2010,10,31,301.0,11,110.0,28.251612903225805,30.8,24.7,83.48387096774194,6.583870967741937,Post-Monsoon,22.2637,91.7159
Ambaganctg,2010,11,30,52.0,1,52.0,25.39,28.7,22.3,78.93333333333334,8.353333333333333,Post-Monsoon,22.2637,91.7159
Ambaganctg,2010,12,31,22.0,2,17.0,20.967741935483872,25.9,18.2,74.90322580645162,7.693548387096774,Winter,22.2637,91.7159
Ambaganctg,2011,1,31,0.0,0,0.0,18.99032258064516,22.8,14.5,67.41935483870968,7.380645161290322,Winter,22.2637,91.7159
Ambaganctg,2011,2,28,0.0,0,0.0,22.657142857142855,26.3,20.1,66.57142857142857,8.167857142857141,Winter,22.2637,91.7159
Ambaganctg,2011,3,31,35.0,3,20.0,25.967741935483872,27.7,24.2,69.58064516129032,7.674193548387097,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2011,4,30,117.0,8,37.0,27.803333333333335,30.3,25.5,76.96666666666667,7.22,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2011,5,31,355.0,17,80.0,28.674193548387098,31.0,25.6,79.61290322580645,6.535483870967742,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2011,6,30,454.0,18,67.0,28.22666666666667,30.6,26.1,85.56666666666666,4.076666666666667,Monsoon,22.2637,91.7159
Ambaganctg,2011,7,31,613.0,23,119.0,28.35483870967742,30.0,25.9,84.87096774193549,5.390322580645161,Monsoon,22.2637,91.7159
Ambaganctg,2011,8,31,770.0,24,105.0,27.645161290322577,29.5,25.1,88.2258064516129,3.6999999999999997,Monsoon,22.2637,91.7159
Ambaganctg,2011,9,30,740.0,18,177.0,27.903333333333325,30.5,25.2,86.3,5.1033333333333335,Monsoon,22.2637,91.7159
Ambaganctg,2011,10,31,66.0,10,20.0,27.57096774193549,29.8,24.8,82.74193548387096,6.84516129032258,Post-Monsoon,22.2637,91.7159
Ambaganctg,2011,11,30,0.0,0,0.0,23.763333333333332,24.6,21.4,77.53333333333333,8.396666666666667,Post-Monsoon,22.2637,91.7159
Ambaganctg,2011,12,31,0.0,0,0.0,20.196774193548386,24.1,14.2,81.80645161290323,5.87741935483871,Winter,22.2637,91.7159
Ambaganctg,2012,1,31,0.0,0,0.0,20.019354838709678,22.3,16.0,74.93548387096774,6.725806451612902,Winter,22.2637,91.7159
Ambaganctg,2012,2,29,0.0,0,0.0,22.893103448275866,26.0,19.3,64.75862068965517,8.6,Winter,22.2637,91.7159
Ambaganctg,2012,3,31,31.0,3,12.0,26.635483870967743,28.7,22.9,77.2258064516129,7.429032258064518,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2012,4,30,231.0,13,74.0,27.560000000000002,29.9,23.3,82.56666666666666,6.716666666666667,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2012,5,31,114.0,9,32.0,29.48387096774194,31.6,24.2,79.74193548387096,7.861290322580644,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2012,6,30,1268.0,17,438.0,28.503333333333334,31.2,24.2,87.43333333333334,4.069999999999999,Monsoon,22.2637,91.7159
Ambaganctg,2012,7,31,662.0,23,163.0,27.76774193548387,29.9,26.1,88.6774193548387,3.190322580645161,Monsoon,22.2637,91.7159
Ambaganctg,2012,8,31,300.0,21,45.0,28.35161290322581,29.6,25.3,85.19354838709677,5.606451612903226,Monsoon,22.2637,91.7159
Ambaganctg,2012,9,30,221.0,13,89.0,28.703333333333333,30.8,26.7,82.56666666666666,5.843333333333335,Monsoon,22.2637,91.7159
Ambaganctg,2012,10,31,445.0,11,165.0,27.180645161290318,29.1,24.3,84.54838709677419,7.574193548387097,Post-Monsoon,22.2637,91.7159
Ambaganctg,2012,11,30,3.0,1,3.0,24.146666666666665,27.7,20.4,77.16666666666667,6.213333333333333,Post-Monsoon,22.2637,91.7159
Ambaganctg,2012,12,31,0.0,0,0.0,19.18064516129032,22.3,13.8,80.19354838709677,7.309677419354839,Winter,22.2637,91.7159
Ambaganctg,2013,1,31,0.0,0,0.0,18.703225806451613,22.5,13.7,69.03225806451613,7.50967741935484,Winter,22.2637,91.7159
Ambaganctg,2013,2,28,1.0,1,1.0,23.439285714285713,26.9,20.7,56.82142857142857,8.125,Winter,22.2637,91.7159
Ambaganctg,2013,3,31,5.0,1,5.0,26.59677419354839,28.6,24.3,70.2258064516129,8.570967741935481,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2013,4,30,58.0,4,49.0,28.58333333333333,30.4,23.4,72.76666666666667,8.156666666666666,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2013,5,31,469.0,22,124.0,27.406451612903226,30.1,22.9,82.96774193548387,3.8129032258064517,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2013,6,30,504.0,20,86.0,28.806666666666665,30.9,26.2,83.93333333333334,6.046666666666667,Monsoon,22.2637,91.7159
Ambaganctg,2013,7,31,391.0,20,89.0,28.41935483870968,30.0,25.6,82.70967741935483,5.732258064516129,Monsoon,22.2637,91.7159
Ambaganctg,2013,8,31,251.0,23,50.0,28.10645161290323,29.4,25.6,84.87096774193549,4.15483870967742,Monsoon,22.2637,91.7159
Ambaganctg,2013,9,30,305.0,20,55.0,28.2,30.1,25.6,85.03333333333333,5.393333333333333,Monsoon,22.2637,91.7159
Ambaganctg,2013,10,31,403.0,17,90.0,26.87096774193548,29.3,22.9,85.83870967741936,4.825806451612903,Post-Monsoon,22.2637,91.7159
Ambaganctg,2013,11,30,0.0,0,0.0,24.17666666666667,26.6,21.1,75.53333333333333,8.516666666666667,Post-Monsoon,22.2637,91.7159
Ambaganctg,2013,12,31,0.0,0,0.0,20.46451612903226,24.0,17.2,77.16129032258064,7.087096774193548,Winter,22.2637,91.7159
Ambaganctg,2014,1,31,0.0,0,0.0,19.77741935483871,22.3,17.3,70.87096774193549,7.806451612903227,Winter,22.2637,91.7159
Ambaganctg,2014,2,28,40.0,2,34.0,22.332142857142856,24.9,17.9,66.64285714285714,7.314285714285712,Winter,22.2637,91.7159
Ambaganctg,2014,3,31,32.0,4,21.0,26.216129032258067,29.0,23.8,63.87096774193548,8.570967741935483,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2014,4,30,30.0,3,23.0,29.96999999999999,33.6,25.6,70.76666666666667,8.086666666666668,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2014,5,31,368.0,16,218.0,29.751612903225805,31.2,25.2,78.03225806451613,6.970967741935484,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2014,6,30,1235.0,23,252.0,28.67,31.8,24.9,84.33333333333333,3.9266666666666676,Monsoon,22.2637,91.7159
Ambaganctg,2014,7,31,389.0,22,77.0,28.79032258064516,30.7,25.9,82.58064516129032,5.209677419354839,Monsoon,22.2637,91.7159
Ambaganctg,2014,8,31,605.0,23,106.0,27.964516129032265,29.2,25.7,86.3225806451613,4.138709677419354,Monsoon,22.2637,91.7159
Ambaganctg,2014,9,30,355.0,13,80.0,28.569999999999997,30.3,25.7,81.33333333333333,6.2366666666666655,Monsoon,22.2637,91.7159
Ambaganctg,2014,10,31,107.0,9,33.0,27.51935483870968,29.4,23.0,81.54838709677419,6.990322580645162,Post-Monsoon,22.2637,91.7159
Ambaganctg,2014,11,30,1.0,1,1.0,24.55,29.2,20.9,76.9,7.579999999999999,Post-Monsoon,22.2637,91.7159
Ambaganctg,2014,12,31,0.0,0,0.0,20.82580645161291,23.1,17.6,78.2258064516129,7.461290322580645,Winter,22.2637,91.7159
Ambaganctg,2015,1,31,4.0,3,2.0,20.512903225806454,24.8,16.2,74.03225806451613,7.138709677419354,Winter,22.2637,91.7159
Ambaganctg,2015,2,28,0.0,0,0.0,22.646428571428576,25.7,18.9,67.28571428571429,7.989285714285714,Winter,22.2637,91.7159
Ambaganctg,2015,3,31,18.0,4,6.0,26.667741935483868,29.2,23.3,62.645161290322584,8.661290322580646,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2015,4,30,292.0,11,104.0,27.59999999999999,30.0,23.9,81.5,6.546666666666667,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2015,5,31,110.0,9,26.0,29.429032258064513,31.3,25.0,82.0,7.116129032258065,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2015,6,30,699.0,13,143.0,28.673333333333336,31.5,25.5,85.6,4.450000000000001,Monsoon,22.2637,91.7159
Ambaganctg,2015,7,31,1466.0,21,243.0,27.54193548387097,29.9,24.8,89.38709677419355,1.8290322580645164,Monsoon,22.2637,91.7159
Ambaganctg,2015,8,31,514.0,21,102.0,28.35483870967742,29.8,26.2,85.51612903225806,3.893548387096774,Monsoon,22.2637,91.7159
Ambaganctg,2015,9,30,390.0,19,116.0,28.833333333333332,30.9,25.9,83.93333333333334,5.290000000000001,Monsoon,22.2637,91.7159
Ambaganctg,2015,10,31,349.0,14,124.0,27.158064516129034,29.0,23.3,84.80645161290323,5.309677419354839,Post-Monsoon,22.2637,91.7159
Ambaganctg,2015,11,30,4.0,3,2.0,24.31666666666666,26.4,22.3,79.1,7.6833333333333345,Post-Monsoon,22.2637,91.7159
Ambaganctg,2015,12,31,9.0,1,9.0,20.745161290322578,24.4,16.9,76.6774193548387,4.990322580645161,Winter,22.2637,91.7159
Ambaganctg,2016,1,31,2.0,1,2.0,19.467741935483872,22.1,17.0,75.70967741935483,6.7,Winter,22.2637,91.7159
Ambaganctg,2016,2,29,17.0,2,15.0,24.151724137931037,26.7,20.8,74.62068965517241,6.0551724137931044,Winter,22.2637,91.7159
Ambaganctg,2016,3,31,65.0,4,37.0,27.490322580645167,28.7,25.4,76.41935483870968,7.4161290322580635,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2016,4,30,36.0,4,17.0,29.33,31.0,21.6,78.6,6.286666666666667,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2016,5,31,274.0,12,56.0,28.929032258064517,31.7,24.5,78.80645161290323,5.845161290322581,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2016,6,30,268.0,18,75.0,28.98,30.4,24.6,81.36666666666666,5.533333333333333,Monsoon,22.2637,91.7159
Ambaganctg,2016,7,31,583.0,24,115.0,28.09032258064516,30.1,25.4,86.41935483870968,3.225806451612903,Monsoon,22.2637,91.7159
Ambaganctg,2016,8,31,382.0,21,98.0,28.580645161290327,30.5,25.2,84.96774193548387,4.796774193548386,Monsoon,22.2637,91.7159
Ambaganctg,2016,9,30,386.0,20,71.0,28.816666666666666,30.1,27.1,84.56666666666666,6.163333333333331,Monsoon,22.2637,91.7159
Ambaganctg,2016,10,31,157.0,12,57.0,28.161290322580644,30.2,24.9,84.80645161290323,5.951612903225806,Post-Monsoon,22.2637,91.7159
Ambaganctg,2016,11,30,96.0,5,70.0,23.976666666666667,28.9,21.9,83.53333333333333,7.5666666666666655,Post-Monsoon,22.2637,91.7159
Ambaganctg,2016,12,31,0.0,0,0.0,22.18064516129032,24.7,20.6,81.35483870967742,7.670967741935484,Winter,22.2637,91.7159
Ambaganctg,2017,1,31,0.0,0,0.0,20.60645161290323,22.6,17.9,71.3225806451613,8.641935483870968,Winter,22.2637,91.7159
Ambaganctg,2017,2,28,0.0,0,0.0,23.621428571428567,25.8,20.3,68.78571428571429,8.567857142857141,Winter,22.2637,91.7159
Ambaganctg,2017,3,31,120.0,7,35.0,25.170967741935485,28.0,22.3,75.96774193548387,6.861290322580645,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2017,4,30,419.0,9,155.0,27.603333333333335,29.9,22.1,83.86666666666666,6.260000000000001,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2017,5,31,333.0,7,262.0,29.848387096774193,31.9,26.2,83.12903225806451,6.316129032258063,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2017,6,30,753.0,24,184.0,28.329999999999995,30.4,24.8,87.83333333333333,3.9833333333333334,Monsoon,22.2637,91.7159
Ambaganctg,2017,7,31,1036.0,28,208.0,27.90967741935484,30.6,24.9,89.80645161290323,2.9387096774193546,Monsoon,22.2637,91.7159
Ambaganctg,2017,8,31,436.0,20,106.0,28.50645161290323,29.8,26.0,87.09677419354838,4.283870967741935,Monsoon,22.2637,91.7159
Ambaganctg,2017,9,30,593.0,26,109.0,28.190000000000005,31.3,26.4,89.7,3.526666666666667,Monsoon,22.2637,91.7159
Ambaganctg,2017,10,31,210.0,13,120.0,27.399999999999995,30.6,22.0,86.35483870967742,5.5,Post-Monsoon,22.2637,91.7159
Ambaganctg,2017,11,30,0.0,0,0.0,25.05666666666666,27.6,21.3,80.76666666666667,7.696666666666667,Post-Monsoon,22.2637,91.7159
Ambaganctg,2017,12,31,29.0,4,13.0,21.735483870967744,25.9,20.0,82.54838709677419,7.300000000000001,Winter,22.2637,91.7159
Ambaganctg,2018,1,31,13.0,2,7.0,18.612903225806452,22.5,15.4,78.87096774193549,5.8903225806451625,Winter,22.2637,91.7159
Ambaganctg,2018,2,28,0.0,0,0.0,23.085714285714282,25.0,20.1,73.85714285714286,7.121428571428574,Winter,22.2637,91.7159
Ambaganctg,2018,3,31,12.0,2,7.0,26.703225806451613,28.5,24.9,75.83870967741936,7.254838709677421,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2018,4,30,115.0,10,38.0,27.959999999999997,30.2,24.4,78.3,7.65,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2018,5,31,348.0,16,59.0,27.806451612903228,30.7,25.2,84.06451612903226,6.225806451612904,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2018,6,30,791.0,21,227.0,28.276666666666674,30.4,25.8,89.8,3.88,Monsoon,22.2637,91.7159
Ambaganctg,2018,7,31,751.0,24,151.0,28.200000000000003,31.3,25.9,90.2258064516129,3.609677419354839,Monsoon,22.2637,91.7159
Ambaganctg,2018,8,31,330.0,23,74.0,28.700000000000003,29.8,25.7,85.41935483870968,5.3096774193548395,Monsoon,22.2637,91.7159
Ambaganctg,2018,9,30,152.0,15,56.0,28.743333333333332,31.2,25.8,85.36666666666666,5.329999999999999,Monsoon,22.2637,91.7159
Ambaganctg,2018,10,31,496.0,14,140.0,26.190322580645166,28.9,23.6,87.41935483870968,5.209677419354838,Post-Monsoon,22.2637,91.7159
Ambaganctg,2018,11,30,2.0,1,2.0,23.64,26.7,21.4,77.9,8.096666666666668,Post-Monsoon,22.2637,91.7159
Ambaganctg,2018,12,31,22.0,1,22.0,20.374193548387098,23.2,17.3,78.19354838709677,6.848387096774193,Winter,22.2637,91.7159
Ambaganctg,2019,1,31,0.0,0,0.0,19.94838709677419,22.3,18.5,72.2258064516129,8.206451612903226,Winter,22.2637,91.7159
Ambaganctg,2019,2,28,40.0,2,31.0,22.492857142857144,25.5,20.0,67.71428571428571,7.721428571428572,Winter,22.2637,91.7159
Ambaganctg,2019,3,31,12.0,5,6.0,25.996774193548383,28.8,20.5,68.38709677419355,7.864516129032258,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2019,4,30,109.0,7,48.0,28.759999999999998,31.3,24.4,74.53333333333333,8.963333333333335,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2019,5,31,205.0,11,87.0,30.125806451612902,31.6,25.0,78.87096774193549,7.751612903225807,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2019,6,30,137.0,12,51.0,29.613333333333333,31.4,26.7,80.9,5.236666666666666,Monsoon,22.2637,91.7159
Ambaganctg,2019,7,31,1118.0,26,178.0,28.161290322580644,30.5,25.5,86.6774193548387,3.796774193548387,Monsoon,22.2637,91.7159
Ambaganctg,2019,8,31,526.0,21,140.0,28.906451612903222,30.1,27.0,83.70967741935483,5.293548387096773,Monsoon,22.2637,91.7159
Ambaganctg,2019,9,30,402.0,17,105.0,28.4,30.5,26.0,84.03333333333333,4.949999999999999,Monsoon,22.2637,91.7159
Ambaganctg,2019,10,31,206.0,11,62.0,27.793548387096774,29.5,25.0,83.54838709677419,6.9161290322580635,Post-Monsoon,22.2637,91.7159
Ambaganctg,2019,11,30,103.0,3,81.0,24.88333333333333,27.4,22.6,81.53333333333333,8.176666666666666,Post-Monsoon,22.2637,91.7159
Ambaganctg,2019,12,31,8.0,2,6.0,20.177419354838705,23.1,16.8,78.45161290322581,7.093548387096775,Winter,22.2637,91.7159
Ambaganctg,2020,1,31,51.0,2,47.0,19.361290322580643,22.1,16.8,77.06451612903226,6.419354838709678,Winter,22.2637,91.7159
Ambaganctg,2020,2,29,4.0,1,4.0,21.23793103448276,23.9,18.5,65.79310344827586,7.7,Winter,22.2637,91.7159
Ambaganctg,2020,3,31,130.0,1,130.0,26.512903225806447,29.5,22.7,65.16129032258064,8.283870967741937,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2020,4,30,137.0,11,37.0,27.733333333333334,29.6,22.7,80.53333333333333,0.0,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2020,5,31,245.0,12,71.0,29.148387096774194,31.9,25.1,82.3225806451613,5.909677419354837,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2020,6,30,420.0,24,73.0,28.82,30.6,26.1,86.23333333333333,4.42,Monsoon,22.2637,91.7159
Ambaganctg,2020,7,31,548.0,24,80.0,28.532258064516125,30.4,26.3,87.0,4.219354838709677,Monsoon,22.2637,91.7159
Ambaganctg,2020,8,31,480.0,28,71.0,28.48709677419355,31.2,25.9,85.38709677419355,3.832258064516129,Monsoon,22.2637,91.7159
Ambaganctg,2020,9,30,340.0,21,61.0,28.826666666666668,31.8,26.1,85.03333333333333,4.65,Monsoon,22.2637,91.7159
Ambaganctg,2020,10,31,216.0,8,110.0,28.996774193548386,31.4,24.8,83.93548387096774,6.480645161290322,Post-Monsoon,22.2637,91.7159
Ambaganctg,2020,11,30,99.0,5,48.0,24.939999999999998,27.3,21.6,80.96666666666667,7.893333333333333,Post-Monsoon,22.2637,91.7159
Ambaganctg,2020,12,31,0.0,0,0.0,20.85483870967742,24.2,18.6,80.35483870967742,7.606451612903227,Winter,22.2637,91.7159
Ambaganctg,2021,1,31,0.0,0,0.0,20.799999999999997,24.1,18.1,73.6774193548387,6.161290322580645,Winter,22.2637,91.7159
Ambaganctg,2021,2,28,0.0,0,0.0,22.810714285714287,25.6,17.5,67.92857142857143,7.635714285714285,Winter,22.2637,91.7159
Ambaganctg,2021,3,31,0.0,0,0.0,27.71935483870968,31.2,25.5,69.25806451612904,6.832258064516129,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2021,4,30,19.0,1,19.0,29.409999999999993,31.3,27.2,75.86666666666666,0.0,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2021,5,31,187.0,11,91.0,29.683870967741935,31.8,25.7,75.80645161290323,7.3677419354838705,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2021,6,30,743.0,25,169.0,27.906666666666663,30.0,24.4,86.2,2.6966666666666668,Monsoon,22.2637,91.7159
Ambaganctg,2021,7,31,904.0,26,239.0,28.26129032258065,30.1,26.2,86.19354838709677,2.8032258064516125,Monsoon,22.2637,91.7159
Ambaganctg,2021,8,31,685.0,25,123.0,28.280645161290323,30.1,26.4,86.80645161290323,3.1903225806451614,Monsoon,22.2637,91.7159
Ambaganctg,2021,9,30,283.0,16,93.0,28.793333333333333,30.2,25.5,82.86666666666666,4.65,Monsoon,22.2637,91.7159
Ambaganctg,2021,10,31,380.0,16,120.0,28.49354838709678,31.0,26.2,83.90322580645162,6.422580645161291,Post-Monsoon,22.2637,91.7159
Ambaganctg,2021,11,30,0.0,0,0.0,25.143333333333327,28.2,22.3,73.76666666666667,8.0,Post-Monsoon,22.2637,91.7159
Ambaganctg,2021,12,31,79.0,5,62.0,21.480645161290322,25.2,18.4,75.93548387096774,6.75806451612903,Winter,22.2637,91.7159
Ambaganctg,2022,1,31,5.0,2,4.0,20.23548387096775,22.2,17.6,74.35483870967742,6.706451612903227,Winter,22.2637,91.7159
Ambaganctg,2022,2,28,15.0,2,10.0,21.575,25.6,18.0,63.67857142857143,9.260714285714286,Winter,22.2637,91.7159
Ambaganctg,2022,3,31,0.0,0,0.0,27.264516129032263,28.7,25.3,67.3225806451613,8.670967741935485,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2022,4,30,19.0,1,19.0,29.409999999999993,31.3,27.2,75.86666666666666,0.0,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2022,5,31,355.0,24,53.0,28.754838709677422,30.8,26.1,84.96774193548387,5.303225806451612,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2022,6,30,717.0,17,291.0,28.436666666666667,31.0,25.6,87.73333333333333,3.6733333333333333,Monsoon,22.2637,91.7159
Ambaganctg,2022,7,31,271.0,14,107.0,29.34516129032258,30.6,25.8,85.80645161290323,6.122580645161291,Monsoon,22.2637,91.7159
Ambaganctg,2022,8,31,152.0,19,33.0,29.264516129032252,31.1,26.3,83.16129032258064,5.4064516129032265,Monsoon,22.2637,91.7159
Ambaganctg,2022,9,30,520.0,22,89.0,28.65666666666667,30.7,26.0,85.46666666666667,5.259999999999999,Monsoon,22.2637,91.7159
Ambaganctg,2022,10,31,185.0,13,40.0,28.016129032258068,30.2,25.0,82.41935483870968,7.658064516129032,Post-Monsoon,22.2637,91.7159
Ambaganctg,2022,11,30,0.0,0,0.0,25.53666666666667,29.1,23.2,75.06666666666666,8.9,Post-Monsoon,22.2637,91.7159
Ambaganctg,2022,12,31,4.0,1,4.0,21.99354838709677,25.9,18.5,75.45161290322581,8.138709677419355,Winter,22.2637,91.7159
Ambaganctg,2023,1,31,5.0,2,4.0,20.23548387096775,22.2,17.6,74.35483870967742,6.706451612903227,Winter,22.2637,91.7159
Ambaganctg,2023,2,28,15.0,2,10.0,21.575,25.6,18.0,63.67857142857143,9.260714285714286,Winter,22.2637,91.7159
Ambaganctg,2023,3,31,0.0,0,0.0,27.264516129032263,28.7,25.3,67.3225806451613,8.670967741935485,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2023,4,30,19.0,1,19.0,29.409999999999993,31.3,27.2,75.86666666666666,0.0,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2023,5,31,355.0,24,53.0,28.754838709677422,30.8,26.1,84.96774193548387,5.303225806451612,Pre-Monsoon,22.2637,91.7159
Ambaganctg,2023,6,30,717.0,17,291.0,28.436666666666667,31.0,25.6,87.73333333333333,3.6733333333333333,Monsoon,22.2637,91.7159
Ambaganctg,2023,7,31,133.0,18,41.0,29.670967741935478,31.0,27.7,81.16129032258064,4.219354838709677,Monsoon,22.2637,91.7159
Ambaganctg,2023,8,31,1120.0,26,294.0,28.170967741935485,30.3,25.7,89.87096774193549,3.832258064516129,Monsoon,22.2637,91.7159
